Parcel,Bedrooms,Bathrooms,Living_area,Total_Value,Half_Baths,Purchase_Date,Construction_Quality,Address1,Address2,Condition_Score,Garage_Type,Finished_Basement,Total_Land,First_Sale_Date,First_Sale_Price,Second_Sale_Date,Second_Sale_Price
81135025,2,1,883,73500,0,1930,C / AVERAGE,75 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,8/19/1988,45000,12/24/1975,27000
81135027,3,2,1156,81300,0,1950,C / AVERAGE,89 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,9/2/2005,129000,10/30/2000,107200
81135028,3,1,1604,87400,0,1948,C / AVERAGE,93 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,2/1/1991,72500,12/12/1985,63000
81135029,4,1,1541,94100,0,1951,C / AVERAGE,97 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,12000,9/8/2015,0,12/19/2014,92000
81135030,3,1,1114,77400,0,1934,C / AVERAGE,100 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,7/13/1999,85000,8/8/1986,49500
81135031,3,1,1040,100300,0,1966,C / AVERAGE,98 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,5/1/2015,100000,9/25/1991,78500
81135032,3,1,1404,95500,0,1927,C / AVERAGE,94 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,10/9/2003,124500,5/1/1998,94500
81135033,6,2,1254,88300,0,1932,C / AVERAGE,88 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,9000,10/17/2012,0,12/7/2007,0
81135034,4,1,1470,85900,0,1929,C / AVERAGE,78 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,8/12/2011,0,11/18/1998,0
81135035,3,1,1176,80500,0,1960,C / AVERAGE,74 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,NONE,No,6000,2/1/2006,0,5/24/1994,72000
81135036,2,1,780,63600,0,1930,C / AVERAGE,70 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,11/20/1998,76500,4/25/1996,72000
81135037,3,1,912,65000,0,1954,C / AVERAGE,66 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,3/20/2018,45000,8/3/2016,65000
81135038,4,1,1456,82300,1,1900,C / AVERAGE,62 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,2/5/2001,105000,9/22/1988,65000
81135039,3,1,1017,86400,0,1924,C / AVERAGE,60 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10500,11/4/2016,47100,4/16/2013,0
81135041,3,1,1131,55600,0,1952,C / AVERAGE,52 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,6/6/2017,0,5/13/2003,76000
81135043,2,1,1122,73700,0,1924,C / AVERAGE,44 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,6000,1/6/2015,0,2/28/2008,0
81135044,3,1,1019,84300,0,1921,C / AVERAGE,42 AVALON DR,"BEDFORD, OH. 44146",GOOD,DETACHED,No,9000,10/18/1995,80000,8/3/1988,65000
81135045,3,1,1209,73600,0,1924,C / AVERAGE,57 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,6/6/2017,0,10/7/2014,28100
81135046,2,1,812,74700,0,1925,C / AVERAGE,61 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,4/28/2015,0,3/27/2013,0
81135047,3,1,1200,75200,0,1924,C / AVERAGE,65 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,6/2/2011,0,9/26/2007,60000
81135048,3,1,1068,84700,0,1956,C / AVERAGE,69 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,12/22/2003,99900,1/27/1995,71000
81135049,2,1,775,65400,0,1924,C / AVERAGE,73 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,NONE,No,6000,7/28/2017,10000,3/14/1997,40100
81135050,3,1,1148,86100,0,1956,C / AVERAGE,77 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,11/20/1996,87000,7/29/1983,52000
81135051,3,1,988,86700,0,1954,C / AVERAGE,81 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,6/7/2018,57000,5/21/2018,52000
81135052,2,1,1109,81600,0,1947,C / AVERAGE,87 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,NONE,No,12000,6/29/1998,76200,6/29/1984,42900
81135054,3,1,732,60000,0,1924,C / AVERAGE,91 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,9000,10/15/2018,0,12/15/2009,0
81135055,3,1,1297,78700,0,1952,C / AVERAGE,80 AVALON DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,8/3/2010,63000,9/4/2009,27000
81135056,2,1,1176,54000,0,1947,C / AVERAGE,101 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,1/23/2017,54000,5/19/2016,0
81135057,3,1,956,79500,0,1953,C / AVERAGE,105 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,NONE,No,8940,10/7/2015,30000,5/29/2015,0
81135058,3,1,1200,81000,0,1936,C / AVERAGE,109 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5400,7/12/2011,0,4/8/2011,0
81135059,3,1,1174,68800,0,1953,C / AVERAGE,113 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5227,8/25/2010,18500,1/25/1999,0
81135060,5,1,1568,75100,1,1932,C / AVERAGE,108 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,12320,1/16/2014,18500,6/5/2013,13334
81135061,2,1,792,66400,0,1932,C / AVERAGE,100 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,6000,1/13/1995,37000,9/10/1993,0
81135062,4,1,1590,106800,1,1918,C / AVERAGE,96 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,12000,10/23/2009,31000,12/12/2008,56667
81135063,4,1,1170,83400,0,1950,C / AVERAGE,88 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,2/24/2012,0,5/10/2010,33000
81135064,3,2,1422,89000,0,1950,C / AVERAGE,84 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,1/20/2006,126000,6/16/2000,93000
81135065,3,2,1248,82200,0,1948,C / AVERAGE,82 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,5/28/2009,0,3/3/1993,0
81135066,2,1,1053,79900,0,1942,C / AVERAGE,78 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,9/15/2003,95000,2/16/1990,0
81135067,3,1,1054,81600,0,1940,C / AVERAGE,74 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,12/10/1993,0,11/21/1980,0
81135068,3,1,1012,95700,0,1939,C / AVERAGE,70 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7500,8/16/2010,88000,6/5/2006,136000
81135069,3,1,1692,115700,1,1940,C+ / AVERAGE+,109 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,9750,7/22/2003,137500,12/7/1994,115000
81135070,2,1,1489,88700,1,1949,C / AVERAGE,103 ENNIS AVE,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,N/A,9750,1/3/2001,95000,7/11/1983,0
81135071,3,1,1604,99600,0,1924,C / AVERAGE,166 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8000,6/26/2019,123600,8/31/2018,32400
81135073,4,2,2320,119100,0,1962,C+ / AVERAGE+,186 LOGAN ST,"BEDFORD, OH. 44146",GOOD,DETACHED,No,12000,6/26/2019,120000,1/18/2019,109000
81135074,3,1,1215,91500,1,1924,C / AVERAGE,192 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9440,6/12/1987,44000,6/12/1987,0
81135075,5,2,1460,96100,0,1940,C / AVERAGE,198 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7200,6/25/2008,54500,8/17/2006,103968
81135076,3,1,1389,91100,0,1927,C / AVERAGE,202 LOGAN ST,"BEDFORD, OH. 44146",GOOD,DETACHED,No,8000,5/8/2012,0,3/19/1985,0
81135077,3,1,1136,86200,1,1917,C / AVERAGE,208 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8000,6/4/2018,110000,12/20/2002,0
81135078,2,1,1224,82800,0,1925,C+ / AVERAGE+,216 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8000,10/26/2018,120000,8/6/2002,0
81135079,2,1,1183,92000,1,1942,C+ / AVERAGE+,218 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8000,7/11/2005,108500,5/8/2002,93000
81135080,3,2,1377,105100,0,1949,C / AVERAGE,224 LOGAN ST,"BEDFORD, OH. 44146",GOOD,DETACHED,N/A,8000,9/6/2013,100000,4/18/2013,16200
81135081,3,1,1512,110900,0,1950,C+ / AVERAGE+,228 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,13296,1/9/2001,107000,8/12/1994,95000
81135082,3,1,1668,94700,1,1935,C / AVERAGE,234 LOGAN ST,"BEDFORD, OH. 44146",FAIR,ATTACHED,N/A,13280,12/27/2019,72000,12/10/2019,76000
81135083,2,1,718,66100,0,1950,C / AVERAGE,95 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9000,6/28/2007,40000,3/16/2007,46667
81135084,3,1,1596,96300,0,1956,C / AVERAGE,212 LOGAN ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,8000,4/20/2016,0,5/8/2008,0
81135085,3,1,1176,79300,0,1961,C / AVERAGE,104 NORDHAM DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,12/31/2019,0,9/7/2018,0
81201005,2,1,560,38200,0,1924,D / POOR,54 BROADWAY AVE,"BEDFORD, OH. 44146",FAIR,NONE,No,6864,2/27/2013,50600,10/7/2010,0
81201018,3,1,1296,38900,0,1960,C / AVERAGE,63 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5400,11/15/2019,71000,5/5/2011,0
81201019,3,1,1230,67800,0,1920,C / AVERAGE,59 SECTOR DR,"BEDFORD, OH. 44146",FAIR,DETACHED,No,5400,8/30/2019,66500,12/30/2014,20000
81201020,2,1,851,58200,0,1951,C / AVERAGE,53 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5400,10/30/2013,0,5/5/2011,0
81201021,3,1,1176,78800,0,1963,C / AVERAGE,49 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5400,5/27/2016,8000,8/27/2009,0
81201022,3,1,1498,58700,1,1929,C+ / AVERAGE+,47 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,5400,9/24/2019,72000,3/20/2015,6500
81201023,3,1,944,74500,0,1956,C+ / AVERAGE+,43 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7097,11/7/1996,0,5/14/1982,0
81201024,3,1,1196,97500,0,1953,C+ / AVERAGE+,39 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7852,1/6/2017,97500,5/2/2012,31500
81201025,4,1,1060,77900,0,1950,C / AVERAGE,35 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8162,4/8/2016,0,1/28/2016,43500
81201026,3,1,1410,75400,1,1925,C / AVERAGE,31 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5800,1/5/2017,0,10/21/2009,31000
81201027,3,2,1250,79000,0,1950,C / AVERAGE,27 SECTOR DR,"BEDFORD, OH. 44146",GOOD,DETACHED,No,5760,7/31/2014,0,11/3/2003,102000
81201028,2,1,598,40000,0,1950,C / AVERAGE,23 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5760,6/6/2017,0,3/24/2004,53750
81201029,3,1,1392,73000,0,1954,C / AVERAGE,19 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,64940,9/12/2008,0,9/25/2007,0
81201031,1,1,668,40000,0,1924,C / AVERAGE,20 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5800,4/20/2016,35500,12/31/2014,0
81201032,3,1,1012,75400,0,1964,C / AVERAGE,26 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5800,2/23/2012,25500,10/21/2011,111043
81201034,1,1,520,61800,0,1922,C / AVERAGE,32 SECTOR DR,"BEDFORD, OH. 44146",GOOD,NONE,No,5382,5/5/2005,35000,5/5/2005,0
81201035,2,1,704,62700,0,1924,C / AVERAGE,40 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4680,7/7/1989,46900,7/2/1985,35000
81201036,2,1,724,24000,0,1953,C / AVERAGE,46 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4680,8/15/2017,23000,10/28/1999,0
81201037,3,1,924,64300,0,1922,C / AVERAGE,52 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4800,11/1/2007,0,7/26/1993,52000
81201038,2,1,792,65300,0,1925,C / AVERAGE,58 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4800,10/9/2018,0,11/17/2017,0
81201039,2,1,572,46800,0,1929,C / AVERAGE,62 SECTOR DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,4800,10/17/2011,9900,4/22/2011,0
81204013,3,1,1435,80200,0,1930,C+ / AVERAGE+,366 BROADWAY AVE,"BEDFORD, OH. 44146",AVERAGE,NONE,N/A,8400,12/16/1998,73000,11/22/1994,58500
81204016,2,1,1348,67100,0,1927,C / AVERAGE,380 BROADWAY AVE,"BEDFORD, OH. 44146",FAIR,NONE,No,11600,9/23/2016,10000,12/27/1984,35000
81204020,4,2,2391,66400,0,1904,C+ / AVERAGE+,21 MAGNOLIA DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,14100,2/28/2019,80000,5/25/2011,0
81204021,3,2,1608,74600,0,1919,C / AVERAGE,27 MAGNOLIA DR,"BEDFORD, OH. 44146",AVERAGE,NONE,N/A,7500,7/15/2016,0,6/6/2011,0
81204022,2,1,1371,55500,0,1919,C / AVERAGE,29 MAGNOLIA DR,"BEDFORD, OH. 44146",FAIR,NONE,No,11325,1/5/2011,30000,12/23/2010,0
81204023,3,1,1678,71500,0,1904,C / AVERAGE,37 MAGNOLIA DR,"BEDFORD, OH. 44146",FAIR,DETACHED,No,19166,5/23/2018,34500,1/15/2015,0
81204025,3,1,1232,75600,0,1910,C / AVERAGE,36 LEONARD ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,14400,10/20/2015,13000,4/11/2003,0
81204026,3,1,1416,80700,0,1919,C / AVERAGE,32 LEONARD ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8928,3/13/2002,0,3/26/2002,93800
81204027,2,1,1028,66800,0,1919,C / AVERAGE,28 LEONARD ST,"BEDFORD, OH. 44146",AVERAGE,NONE,No,9792,8/9/2019,0,3/29/2019,0
81204029,4,1,1566,86600,0,1915,C+ / AVERAGE+,20 LEONARD ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,14400,11/25/2019,0,8/19/2019,65000
81204030,3,1,1089,73700,2,1913,C / AVERAGE,18 LEONARD ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7200,7/31/2007,57900,11/6/2006,66667
81204032,3,1,1154,62100,0,1919,C / AVERAGE,27 LEONARD ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6250,6/6/2017,0,1/13/2004,17000
81204034,3,1,1408,75200,0,1925,C / AVERAGE,31 LEONARD ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6500,12/9/2016,132000,1/28/1999,67900
81204036,3,1,1846,74400,0,1909,C / AVERAGE,33 MAGNOLIA DR,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5671,6/2/1993,0,1/1/1975,0
81204037,4,1,2023,83800,0,1915,C / AVERAGE,3 MAGNOLIA DR,"BEDFORD, OH. 44146",AVERAGE,NONE,No,8400,12/2/2003,0,2/7/1995,0
81205001,4,1,1051,66000,0,1890,D+ / POOR+,36 MAGNOLIA DR,"BEDFORD, OH. 44146",FAIR,NONE,No,6900,5/29/1997,48000,4/21/1992,23000
81205032,2,1,864,59200,0,1925,C / AVERAGE,73 WEST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,4/19/2017,0,2/3/2004,0
81205033,3,1,1248,79900,1,1969,C / AVERAGE,79 WEST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,N/A,6000,8/17/2001,105400,1/27/1989,63000
81205034,2,1,1096,75700,1,1910,C / AVERAGE,83 WEST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7200,1/17/1979,0,1/1/1975,0
81205035,2,1,1008,30000,0,1925,C / AVERAGE,28 WEST GLENDALE ST,"BEDFORD, OH. 44146",FAIR,DETACHED,No,9000,2/19/2016,20000,1/1/1975,0
81205043,3,1,1176,74600,1,1960,C / AVERAGE,77 WEST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6000,11/17/2009,0,5/16/1997,15000
81206004,3,2,1904,99900,0,1919,C / AVERAGE,65 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,14650,5/6/2002,0,5/24/1988,55000
81206005,4,2,1904,101100,0,1917,C / AVERAGE,61 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,12450,2/3/2016,0,11/3/2008,0
81206006,3,1,1599,86900,0,1920,C / AVERAGE,55 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,10150,6/16/2008,0,4/8/1986,50000
81206007,4,1,1599,105500,0,1912,C / AVERAGE,51 WARRENSVILLE CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,14300,6/24/2011,0,5/12/2004,0
81206011,3,2,1760,85500,0,1900,C / AVERAGE,583 BROADWAY AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,11286,8/14/2017,5000,10/17/1990,0
81206032,2,1,1008,70300,0,1920,C / AVERAGE,26 EAST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5080,1/8/2019,20000,12/29/2006,72000
81206033,3,1,1193,75300,0,1904,C / AVERAGE,32 EAST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6336,6/5/2013,80000,2/23/2009,0
81206034,3,1,1326,76400,0,1894,C / AVERAGE,36 EAST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7020,5/14/2014,0,7/21/2003,59500
81206037,3,1,1405,77500,1,1924,C / AVERAGE,46 EAST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8815,12/3/1999,92500,12/4/1975,0
81206038,3,2,1802,82500,0,1924,C / AVERAGE,52 EAST GRACE ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7480,10/29/1999,92500,9/16/1999,0
81206040,4,2,2692,96300,0,1920,C / AVERAGE,69 CENTER RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,9250,4/25/2012,31900,1/10/2012,25334
81207014,2,1,1162,55800,0,1924,C / AVERAGE,22 POWERS RD,"BEDFORD, OH. 44146",FAIR,ATTACHED,No,11050,7/25/1985,34900,1/1/1975,0
81207015,4,2,1226,88300,0,1920,C / AVERAGE,32 POWERS RD,"BEDFORD, OH. 44146",FAIR,DETACHED,No,11040,6/7/1996,0,3/14/1996,0
81208006,3,1,1600,114600,1,1962,C / AVERAGE,116 POWERS RD,"BEDFORD, OH. 44146",GOOD,DETACHED,No,19275,6/2/2009,0,6/2/2009,0
81208007,4,1,2568,120600,1,1958,C+ / AVERAGE+,124 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,N/A,16650,3/3/2000,0,1/29/1996,0
81208008,4,2,2405,205700,1,1962,B+ / GOOD+,141 POWERS RD,"BEDFORD, OH. 44146",GOOD,ATTACHED,N/A,287401,6/17/1993,120500,5/25/1977,0
81208009,3,1,1980,205000,0,1963,C / AVERAGE,133 POWERS RD,"BEDFORD, OH. 44146",GOOD,DETACHED,No,61005,11/22/2016,205000,8/16/2013,164900
81208010,2,1,792,88000,1,1953,C / AVERAGE,105 POWERS ST,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,38735,7/18/2011,0,7/18/2011,0
81208011,3,1,1948,87900,0,1952,C / AVERAGE,103 POWERS RD,"BEDFORD, OH. 44146",GOOD,ATTACHED,N/A,37698,3/6/2006,0,3/2/2005,0
81208012,2,1,1072,86100,0,1953,C / AVERAGE,97 POWERS RD,"BEDFORD, OH. 44146",GOOD,ATTACHED,No,35880,11/19/2002,0,10/3/1995,0
81208013,2,1,1194,87100,0,1951,C / AVERAGE,89 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,34740,8/29/2007,115000,4/18/2005,0
81208014,3,1,1034,72400,1,1956,C / AVERAGE,59 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,30300,8/12/2016,20000,10/15/2015,0
81208015,3,1,2743,134100,0,1952,C / AVERAGE,60 POWERS RD,"BEDFORD, OH. 44146",GOOD,ATTACHED,N/A,37170,12/1/1988,52000,5/13/1977,0
81208016,2,1,1190,108100,0,1956,C+ / AVERAGE+,90 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,23391,10/19/2017,138000,10/14/2005,0
81208017,4,1,1180,96000,0,1950,C / AVERAGE,121 POWERS RD,"BEDFORD, OH. 44146",GOOD,DETACHED,No,80760,9/26/2019,111550,11/30/1995,94000
81208018,3,1,1318,88700,1,1966,C / AVERAGE,129 POWERS RD,"BEDFORD, OH. 44146",GOOD,DETACHED,No,60984,8/15/2018,125500,9/22/2015,0
81208019,3,1,1897,114900,0,1954,C / AVERAGE,81 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,N/A,66120,12/12/2007,64000,11/16/2007,76667
81208022,2,1,1032,81400,0,1954,C / AVERAGE,67 POWERS RD,"BEDFORD, OH. 44146",GOOD,ATTACHED,No,31440,11/21/2005,0,10/14/2005,0
81208023,2,1,1495,92800,0,1956,C / AVERAGE,125 POWERS RD,"BEDFORD, OH. 44146",GOOD,DETACHED,N/A,12180,6/8/2006,135500,2/23/1996,87000
81208025,3,1,1208,69000,1,1956,C / AVERAGE,53 POWERS RD,"BEDFORD, OH. 44146",GOOD,DETACHED,No,27816,6/8/2015,63500,1/1/1975,0
81208026,3,2,1876,120300,0,1956,C+ / AVERAGE+,132 POWERS RD,"BEDFORD, OH. 44146",GOOD,DETACHED,N/A,16123,10/4/2019,201000,7/12/1990,67500
81208027,3,2,1539,92600,0,1954,C / AVERAGE,102 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,8010,2/27/2004,0,2/27/2004,0
81208028,3,1,1064,81400,1,1956,C / AVERAGE,72 POWERS RD,"BEDFORD, OH. 44146",GOOD,ATTACHED,No,19080,5/13/2016,84900,8/21/2014,0
81208029,3,2,1600,97200,0,1954,C / AVERAGE,66 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,34310,2/7/2014,0,4/27/1990,0
81208031,3,1,1716,120100,0,1956,C / AVERAGE,128 POWERS RD,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,14400,6/29/2017,0,10/18/1978,65000
81209014,5,2,1644,68800,0,1914,D / POOR,459 BROADWAY AVE,"BEDFORD, OH. 44146",FAIR,NONE,No,6854,3/3/1989,0,4/1/1980,32500
81209015,4,2,1532,64900,0,1904,C / AVERAGE,461 BROADWAY AVE,"BEDFORD, OH. 44146",FAIR,DETACHED,No,6109,9/19/1990,25000,9/18/1990,0
81209016,4,1,1368,68800,0,1904,D / POOR,465 BROADWAY AVE,"BEDFORD, OH. 44146",AVERAGE,NONE,No,5960,3/3/1989,0,2/15/1977,21800
81209018,3,2,1564,62300,0,1894,C / AVERAGE,469 BROADWAY AVE,"BEDFORD, OH. 44146",AVERAGE,NONE,No,5066,11/2/2015,63000,2/28/2001,0
81209019,4,2,1146,65900,0,1924,C / AVERAGE,475 BROADWAY AVE,"BEDFORD, OH. 44146",AVERAGE,NONE,No,6705,9/23/2015,54900,4/17/2015,0
81209021,2,1,1497,74900,1,1900,C / AVERAGE,485 BROADWAY AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5960,3/21/2008,60000,10/18/1994,65000
81209023,3,2,1026,75300,0,1917,C / AVERAGE,488 LAMSON AVE,"BEDFORD, OH. 44146",FAIR,DETACHED,No,6750,2/11/2003,0,5/8/1996,37500
81209025,4,1,1452,74900,0,1919,C / AVERAGE,478 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6750,4/12/2017,74900,2/14/2000,0
81209026,4,1,1520,89400,1,1919,C / AVERAGE,474 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6075,3/16/2012,77250,11/5/1982,58000
81209027,2,1,870,68900,0,1904,C / AVERAGE,472 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,ATTACHED,No,5400,9/28/2000,73500,11/8/1993,42000
81209028,2,1,1401,75900,1,1912,C / AVERAGE,466 LAMSON AVE,"BEDFORD, OH. 44146",FAIR,DETACHED,No,6750,9/22/2017,0,8/29/2016,0
81209029,3,1,980,73500,0,1914,C / AVERAGE,462 LAMSON AVE,"BEDFORD, OH. 44146",FAIR,DETACHED,No,5400,7/15/2016,0,6/6/2011,0
81209030,4,2,1368,83000,1,1919,C / AVERAGE,456 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,6480,6/22/2005,0,1/31/2005,0
81209031,3,1,1248,80700,0,1919,C / AVERAGE,450 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,NONE,No,7830,8/6/1993,51500,2/8/1993,0
81209032,4,2,1716,90400,1,1919,C / AVERAGE,444 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,NONE,No,8235,5/28/2008,0,1/1/1975,0
81209033,3,2,1200,91300,0,1964,C / AVERAGE,437 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,8640,6/25/2009,0,3/21/1989,63000
81209034,2,1,1132,47000,0,1919,C / AVERAGE,441 LAMSON AVE,"BEDFORD, OH. 44146",FAIR,DETACHED,No,5760,8/29/1986,46000,7/11/1978,32000
81209036,2,1,974,70900,0,1919,C / AVERAGE,449 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,5760,7/29/1998,80500,11/29/1989,37200
81209037,2,1,1627,86900,0,1924,C / AVERAGE,455 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,7488,2/21/2002,100000,4/25/1997,75000
81209038,3,1,1462,73400,0,1924,C / AVERAGE,461 LAMSON AVE,"BEDFORD, OH. 44146",AVERAGE,DETACHED,No,11872,1/23/2017,73400,12/24/2015,0
